code,final_year,description,profile
230,2012,Structural maintenance,HIGHWAYS AND TRANSPORT SERVICES
247,2012,"Environmental, safety and routine maintenance",HIGHWAYS AND TRANSPORT SERVICES
248,2012,Winter service,HIGHWAYS AND TRANSPORT SERVICES
249,2012,Street lighting (including energy costs),HIGHWAYS AND TRANSPORT SERVICES
251,2012,Traffic management and road safety: congestion charging,HIGHWAYS AND TRANSPORT SERVICES
254,2012,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),HIGHWAYS AND TRANSPORT SERVICES
258,2012,Traffic management and road safety: other,HIGHWAYS AND TRANSPORT SERVICES
260,2012,Parking services,HIGHWAYS AND TRANSPORT SERVICES
271,2012,Public transport: concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
275,2012,Public transport: support to operators,HIGHWAYS AND TRANSPORT SERVICES
276,2012,Public transport: co-ordination,HIGHWAYS AND TRANSPORT SERVICES
280,2012,"Airports, harbours and toll facilities",HIGHWAYS AND TRANSPORT SERVICES
290,2012,TOTAL HIGHWAYS AND TRANSPORT SERVICES (total of lines 210 to 280),HIGHWAYS AND TRANSPORT SERVICES
311,2012,Social care strategy - children,SOCIAL CARE
324,2012,Children and Young Peoples Safety,SOCIAL CARE
325,2012,Children's and families' services - asylum seekers,SOCIAL CARE
329,2012,Children's and families' services - other,SOCIAL CARE
330,2012,Social care strategy - adults,SOCIAL CARE
340,2012,Older people (aged 65 or over) including older mentally ill,SOCIAL CARE
351,2012,Adults aged under 65 with physical disability or sensory impairment,SOCIAL CARE
352,2012,Adults aged under 65 with learning disabilities,SOCIAL CARE
353,2012,Adults aged under 65 with mental health needs,SOCIAL CARE
375,2012,Other adult social care - asylum seekers - lone adults,SOCIAL CARE
379,2012,Other adult social care - other,SOCIAL CARE
390,2012,TOTAL SOCIAL CARE (total of lines 311 to 379),SOCIAL CARE
409,2012,"Housing strategy, advice, advances, enabling, renewals and licensing",HOUSING SERVICES (GFRA only)
440,2012,Homelessness,HOUSING SERVICES (GFRA only)
456,2012,Housing benefits: rent allowances and rent rebates - discretionary payments,HOUSING SERVICES (GFRA only)
457,2012,Housing benefits administration,HOUSING SERVICES (GFRA only)
460,2012,Other council property - travellers' sites and non-HRA housing,HOUSING SERVICES (GFRA only)
475,2012,Housing welfare: Supporting People,HOUSING SERVICES (GFRA only)
478,2012,Other welfare services,HOUSING SERVICES (GFRA only)
490,2012,TOTAL HOUSING SERVICES (GFRA only)  (total of lines 409 to 478),HOUSING SERVICES (GFRA only)
500,2012,Archives,CULTURAL AND RELATED SERVICES
501,2012,Culture and heritage (excluding Archives),CULTURAL AND RELATED SERVICES
502,2012,Recreation and sport,CULTURAL AND RELATED SERVICES
503,2012,Open spaces,CULTURAL AND RELATED SERVICES
504,2012,Tourism,CULTURAL AND RELATED SERVICES
505,2012,Library service,CULTURAL AND RELATED SERVICES
509,2012,TOTAL CULTURAL AND RELATED SERVICES (total of lines 500 to 505),CULTURAL AND RELATED SERVICES
510,2012,"Cemetery, cremation and mortuary services",ENVIRONMENTAL AND REGULATORY SERVICES
519,2012,Regulatory services: Trading standards,ENVIRONMENTAL AND REGULATORY SERVICES
520,2012,Regulatory services: Water safety,ENVIRONMENTAL AND REGULATORY SERVICES
521,2012,Regulatory services: Food safety,ENVIRONMENTAL AND REGULATORY SERVICES
522,2012,Regulatory services: Environmental protection,ENVIRONMENTAL AND REGULATORY SERVICES
523,2012,Regulatory services: Private rented housing standards,ENVIRONMENTAL AND REGULATORY SERVICES
524,2012,Regulatory services: Health and safety,ENVIRONMENTAL AND REGULATORY SERVICES
525,2012,Regulatory services: Port health,ENVIRONMENTAL AND REGULATORY SERVICES
526,2012,Regulatory services: Pest control,ENVIRONMENTAL AND REGULATORY SERVICES
527,2012,Regulatory services: Public conveniences,ENVIRONMENTAL AND REGULATORY SERVICES
528,2012,Regulatory services: Animal and public health; infectious disease control,ENVIRONMENTAL AND REGULATORY SERVICES
529,2012,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,ENVIRONMENTAL AND REGULATORY SERVICES
531,2012,Community safety (Crime reduction),ENVIRONMENTAL AND REGULATORY SERVICES
532,2012,Community safety (Safety services),ENVIRONMENTAL AND REGULATORY SERVICES
533,2012,Community safety (CCTV),ENVIRONMENTAL AND REGULATORY SERVICES
541,2012,Defences against flooding,ENVIRONMENTAL AND REGULATORY SERVICES
543,2012,Land drainage and related work,ENVIRONMENTAL AND REGULATORY SERVICES
547,2012,Coast protection,ENVIRONMENTAL AND REGULATORY SERVICES
550,2012,Agriculture and fisheries services,ENVIRONMENTAL AND REGULATORY SERVICES
570,2012,Street cleansing (not chargeable to Highways),ENVIRONMENTAL AND REGULATORY SERVICES
581,2012,Waste collection,ENVIRONMENTAL AND REGULATORY SERVICES
582,2012,Waste disposal,ENVIRONMENTAL AND REGULATORY SERVICES
583,2012,Trade waste,ENVIRONMENTAL AND REGULATORY SERVICES
584,2012,Recycling,ENVIRONMENTAL AND REGULATORY SERVICES
585,2012,Waste minimisation,ENVIRONMENTAL AND REGULATORY SERVICES
586,2012,Climate change costs,ENVIRONMENTAL AND REGULATORY SERVICES
590,2012,TOTAL ENVIRONMENTAL AND REGULATORY SERVICES (total of lines 510 to 586),ENVIRONMENTAL AND REGULATORY SERVICES
591,2012,Building control,PLANNING AND DEVELOPMENT SERVICES
592,2012,Development control,PLANNING AND DEVELOPMENT SERVICES
593,2012,Planning policy,PLANNING AND DEVELOPMENT SERVICES
594,2012,Environmental initiatives,PLANNING AND DEVELOPMENT SERVICES
595,2012,Economic development,PLANNING AND DEVELOPMENT SERVICES
596,2012,Community development,PLANNING AND DEVELOPMENT SERVICES
597,2012,Economic research,PLANNING AND DEVELOPMENT SERVICES
598,2012,Business Support,PLANNING AND DEVELOPMENT SERVICES
599,2012,TOTAL PLANNING AND DEVELOPMENT SERVICES (total of lines 591 to 598),PLANNING AND DEVELOPMENT SERVICES
601,2012,TOTAL POLICE SERVICES,PLANNING AND DEVELOPMENT SERVICES
602,2012,TOTAL FIRE AND RESCUE SERVICES,PLANNING AND DEVELOPMENT SERVICES
604,2012,Coroners' court services,CENTRAL SERVICES
605,2012,Other court services,CENTRAL SERVICES
610,2012,Corporate and democratic core,CENTRAL SERVICES
623,2012,Local tax collection: council tax discounts - locally funded,CENTRAL SERVICES
625,2012,Local tax collection: council tax benefits administration,CENTRAL SERVICES
628,2012,Local tax collection: other,CENTRAL SERVICES
650,2012,Emergency planning,CENTRAL SERVICES
675,2012,Central services to the public: other,CENTRAL SERVICES
681,2012,Non-distributed costs - retirement benefits,CENTRAL SERVICES
682,2012,Non-distributed costs - costs of unused shares of IT facilities and other assets,CENTRAL SERVICES
683,2012,Non-distributed costs - depreciation / impairment of surplus costs etc,CENTRAL SERVICES
684,2012,Non-distributed costs - Carbon Reduction Commitment Transactions (expenditure) (+),CENTRAL SERVICES
685,2012,Non-distributed costs - Carbon Reduction Commitment Transactions (income) (-),CENTRAL SERVICES
690,2012,TOTAL CENTRAL SERVICES (total of lines 604 to 685),CENTRAL SERVICES
698,2012,TOTAL OTHER SERVICES,CENTRAL SERVICES
699,2012,"TOTAL SERVICE EXPENDITURE (total of lines 190, 290, 390, 490, 509, 590, 599, 601, 602, 690 and 698)",CENTRAL SERVICES
711,2012,Housing benefits: rent allowances - mandatory payments,CENTRAL SERVICES
712,2012,Housing benefits: non-HRA rent rebates - mandatory payments,CENTRAL SERVICES
713,2012,Housing benefits: rent rebates to HRA tenants - mandatory payments,CENTRAL SERVICES
714,2012,Housing benefits: subsidy limitation transfers from HRA,CENTRAL SERVICES
718,2012,Contribution to the HRA re items shared by the whole community,CENTRAL SERVICES
721,2012,Parish Precepts,Precepts and levies
722,2012,Integrated Transport Authority levy,Precepts and levies
724,2012,Waste Disposal Authority levy,Precepts and levies
727,2012,London Pensions Fund Authority levy,Precepts and levies
728,2012,Other levies,Precepts and levies
731,2012,External Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
732,2012,Internal Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
761,2012,Capital charges accounted for in External Trading Accounts,Precepts and levies
762,2012,Capital charges accounted for in Internal Trading Accounts,Precepts and levies
748,2012,Adjustments to net current expenditure,Precepts and levies
749,2012,NET CURRENT EXPENDITURE (total of lines 699 to 748),Precepts and levies
110,2011,Nursery schools,EDUCATION SERVICES
120,2011,Primary schools,EDUCATION SERVICES
130,2011,Secondary schools,EDUCATION SERVICES
140,2011,Special schools,EDUCATION SERVICES
150,2011,Non-school funding,EDUCATION SERVICES
190,2011,TOTAL EDUCATION SERVICES (total of lines 110 to 150),EDUCATION SERVICES
210,2011,"Transport planning, policy and strategy",HIGHWAYS AND TRANSPORT SERVICES
220,2011,Capital charges relating to construction projects,HIGHWAYS AND TRANSPORT SERVICES
230,2011,Structural maintenance,HIGHWAYS AND TRANSPORT SERVICES
247,2011,"Environmental, safety and routine maintenance",HIGHWAYS AND TRANSPORT SERVICES
248,2011,Winter service,HIGHWAYS AND TRANSPORT SERVICES
249,2011,Street lighting (including energy costs),HIGHWAYS AND TRANSPORT SERVICES
251,2011,Traffic management and road safety: congestion charging,HIGHWAYS AND TRANSPORT SERVICES
254,2011,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),HIGHWAYS AND TRANSPORT SERVICES
258,2011,Traffic management and road safety: other,HIGHWAYS AND TRANSPORT SERVICES
260,2011,Parking services,HIGHWAYS AND TRANSPORT SERVICES
271,2011,Public transport: concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
275,2011,Public transport: support to operators,HIGHWAYS AND TRANSPORT SERVICES
276,2011,Public transport: co-ordination,HIGHWAYS AND TRANSPORT SERVICES
280,2011,"Airports, harbours and toll facilities",HIGHWAYS AND TRANSPORT SERVICES
290,2011,TOTAL HIGHWAYS AND TRANSPORT SERVICES (total of lines 210 to 280),HIGHWAYS AND TRANSPORT SERVICES
311,2011,Social care strategy - children,SOCIAL CARE
325,2011,Children's and families' services - asylum seekers,SOCIAL CARE
329,2011,Children's and families' services - other,SOCIAL CARE
330,2011,Social care strategy - adults,SOCIAL CARE
340,2011,Older people (aged 65 or over) including older mentally ill,SOCIAL CARE
351,2011,Adults aged under 65 with physical disability or sensory impairment,SOCIAL CARE
352,2011,Adults aged under 65 with learning disabilities,SOCIAL CARE
353,2011,Adults aged under 65 with mental health needs,SOCIAL CARE
375,2011,Other adult social care - asylum seekers - lone adults,SOCIAL CARE
379,2011,Other adult social care - other,SOCIAL CARE
390,2011,TOTAL SOCIAL CARE (total of lines 311 to 380),SOCIAL CARE
409,2011,"Housing strategy, advice, advances, enabling, renewals and licensing",HOUSING SERVICES (GFRA only)
440,2011,Homelessness,HOUSING SERVICES (GFRA only)
456,2011,Housing benefits: rent allowances and rent rebates - discretionary payments,HOUSING SERVICES (GFRA only)
457,2011,Housing benefits administration,HOUSING SERVICES (GFRA only)
460,2011,Other council property - travellers' sites and non-HRA housing,HOUSING SERVICES (GFRA only)
475,2011,Housing welfare: Supporting People,HOUSING SERVICES (GFRA only)
478,2011,Other welfare services,HOUSING SERVICES (GFRA only)
490,2011,TOTAL HOUSING SERVICES (GFRA only)  (total of lines 409 to 478),HOUSING SERVICES (GFRA only)
501,2011,Culture and heritage,CULTURAL AND RELATED SERVICES
502,2011,Recreation and sport,CULTURAL AND RELATED SERVICES
503,2011,Open spaces,CULTURAL AND RELATED SERVICES
504,2011,Tourism,CULTURAL AND RELATED SERVICES
505,2011,Library service,CULTURAL AND RELATED SERVICES
509,2011,TOTAL CULTURAL AND RELATED SERVICES (total of lines 501 to 505),CULTURAL AND RELATED SERVICES
510,2011,"Cemetery, cremation and mortuary services",ENVIRONMENTAL AND REGULATORY SERVICES
519,2011,Regulatory services: Trading standards,ENVIRONMENTAL AND REGULATORY SERVICES
520,2011,Regulatory services: Water safety,ENVIRONMENTAL AND REGULATORY SERVICES
521,2011,Regulatory services: Food safety,ENVIRONMENTAL AND REGULATORY SERVICES
522,2011,Regulatory services: Environmental protection,ENVIRONMENTAL AND REGULATORY SERVICES
523,2011,Regulatory services: Private rented housing standards,ENVIRONMENTAL AND REGULATORY SERVICES
524,2011,Regulatory services: Health and safety,ENVIRONMENTAL AND REGULATORY SERVICES
525,2011,Regulatory services: Port health,ENVIRONMENTAL AND REGULATORY SERVICES
526,2011,Regulatory services: Pest control,ENVIRONMENTAL AND REGULATORY SERVICES
527,2011,Regulatory services: Public conveniences,ENVIRONMENTAL AND REGULATORY SERVICES
528,2011,Regulatory services: Animal and public health; infectious disease control,ENVIRONMENTAL AND REGULATORY SERVICES
529,2011,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,ENVIRONMENTAL AND REGULATORY SERVICES
531,2011,Community safety (Crime reduction),ENVIRONMENTAL AND REGULATORY SERVICES
532,2011,Community safety (Safety services),ENVIRONMENTAL AND REGULATORY SERVICES
533,2011,Community safety (CCTV),ENVIRONMENTAL AND REGULATORY SERVICES
541,2011,Defences against flooding,ENVIRONMENTAL AND REGULATORY SERVICES
543,2011,Land drainage and related work,ENVIRONMENTAL AND REGULATORY SERVICES
547,2011,Coast protection,ENVIRONMENTAL AND REGULATORY SERVICES
550,2011,Agriculture and fisheries services,ENVIRONMENTAL AND REGULATORY SERVICES
570,2011,Street cleansing (not chargeable to Highways),ENVIRONMENTAL AND REGULATORY SERVICES
581,2011,Waste collection,ENVIRONMENTAL AND REGULATORY SERVICES
582,2011,Waste disposal,ENVIRONMENTAL AND REGULATORY SERVICES
583,2011,Trade waste,ENVIRONMENTAL AND REGULATORY SERVICES
584,2011,Recycling,ENVIRONMENTAL AND REGULATORY SERVICES
585,2011,Waste minimisation,ENVIRONMENTAL AND REGULATORY SERVICES
586,2011,Climate change costs,ENVIRONMENTAL AND REGULATORY SERVICES
590,2011,TOTAL ENVIRONMENTAL AND REGULATORY SERVICES (total of lines 510 to 586),ENVIRONMENTAL AND REGULATORY SERVICES
591,2011,Building control,PLANNING AND DEVELOPMENT SERVICES
592,2011,Development control,PLANNING AND DEVELOPMENT SERVICES
593,2011,Planning policy,PLANNING AND DEVELOPMENT SERVICES
594,2011,Environmental initiatives,PLANNING AND DEVELOPMENT SERVICES
595,2011,Economic development,PLANNING AND DEVELOPMENT SERVICES
596,2011,Community development,PLANNING AND DEVELOPMENT SERVICES
599,2011,TOTAL PLANNING AND DEVELOPMENT SERVICES (total of lines 591 to 596),PLANNING AND DEVELOPMENT SERVICES
601,2011,TOTAL POLICE SERVICES,PLANNING AND DEVELOPMENT SERVICES
602,2011,TOTAL FIRE AND RESCUE SERVICES,PLANNING AND DEVELOPMENT SERVICES
604,2011,Coroners' court services,CENTRAL SERVICES
605,2011,Other court services,CENTRAL SERVICES
610,2011,Corporate and democratic core,CENTRAL SERVICES
623,2011,Local tax collection: council tax discounts - locally funded,CENTRAL SERVICES
625,2011,Local tax collection: council tax benefits administration,CENTRAL SERVICES
628,2011,Local tax collection: other,CENTRAL SERVICES
650,2011,Emergency planning,CENTRAL SERVICES
675,2011,Central services to the public: other,CENTRAL SERVICES
681,2011,Non-distributed costs - retirement benefits,CENTRAL SERVICES
682,2011,Non-distributed costs - costs of unused shares of IT facilities and other assets,CENTRAL SERVICES
683,2011,Non-distributed costs - depreciation / impairment of surplus costs etc,CENTRAL SERVICES
690,2011,TOTAL CENTRAL SERVICES (total of lines 604 to 683),CENTRAL SERVICES
698,2011,TOTAL OTHER SERVICES,CENTRAL SERVICES
699,2011,"TOTAL SERVICE EXPENDITURE (total of lines 190, 290, 390, 490, 509, 590, 599, 601, 602, 690 and 698)",CENTRAL SERVICES
701,2011,Education: student support - mandatory awards,CENTRAL SERVICES
711,2011,Housing benefits: rent allowances - mandatory payments,CENTRAL SERVICES
712,2011,Housing benefits: non-HRA rent rebates - mandatory payments,CENTRAL SERVICES
713,2011,Housing benefits: rent rebates to HRA tenants - mandatory payments,CENTRAL SERVICES
714,2011,Housing benefits: subsidy limitation transfers from HRA,CENTRAL SERVICES
718,2011,Contribution to the HRA re items shared by the whole community,CENTRAL SERVICES
721,2011,Parish Precepts,Precepts and levies
722,2011,Integrated Transport Authority levy,Precepts and levies
724,2011,Waste Disposal Authority levy,Precepts and levies
727,2011,London Pensions Fund Authority levy,Precepts and levies
728,2011,Other levies,Precepts and levies
731,2011,External Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
732,2011,Internal Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
748,2011,Adjustments to net current expenditure,Precepts and levies
749,2011,NET CURRENT EXPENDITURE (total of lines 699 to 748),Precepts and levies
110,2013,Early years,EDUCATION SERVICES
120,2013,Primary schools,EDUCATION SERVICES
130,2013,Secondary schools,EDUCATION SERVICES
140,2013,Special schools,EDUCATION SERVICES
150,2013,Services to young people and other community learners,EDUCATION SERVICES
160,2013,Other strategic functions,EDUCATION SERVICES
190,2013,TOTAL EDUCATION SERVICES (total of lines 110 to 160),EDUCATION SERVICES
210,2013,"Transport planning, policy and strategy",HIGHWAYS AND TRANSPORT SERVICES
220,2013,Capital charges relating to construction projects,HIGHWAYS AND TRANSPORT SERVICES
230,2013,Structural maintenance,HIGHWAYS AND TRANSPORT SERVICES
247,2013,"Environmental, safety and routine maintenance",HIGHWAYS AND TRANSPORT SERVICES
248,2013,Winter service,HIGHWAYS AND TRANSPORT SERVICES
249,2013,Street lighting (including energy costs),HIGHWAYS AND TRANSPORT SERVICES
251,2013,Traffic management and road safety: congestion charging,HIGHWAYS AND TRANSPORT SERVICES
254,2013,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),HIGHWAYS AND TRANSPORT SERVICES
258,2013,Traffic management and road safety: other,HIGHWAYS AND TRANSPORT SERVICES
260,2013,Parking services,HIGHWAYS AND TRANSPORT SERVICES
271,2013,Public transport: statutory concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
272,2013,Public transport: discretionary concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
275,2013,Public transport: support to operators,HIGHWAYS AND TRANSPORT SERVICES
276,2013,Public transport: co-ordination,HIGHWAYS AND TRANSPORT SERVICES
280,2013,"Airports, harbours and toll facilities",HIGHWAYS AND TRANSPORT SERVICES
290,2013,TOTAL HIGHWAYS AND TRANSPORT SERVICES (total of lines 210 to 280),HIGHWAYS AND TRANSPORT SERVICES
311,2013,Children's social care: Service strategy,CHILDREN'S SOCIAL CARE
312,2013,Children's social care: Commissioning and social work,CHILDREN'S SOCIAL CARE
321,2013,Children's social care: Children looked after,CHILDREN'S SOCIAL CARE
322,2013,Children's social care: Family support services,CHILDREN'S SOCIAL CARE
323,2013,Children's social care: Youth justice,CHILDREN'S SOCIAL CARE
324,2013,Children's social care: Children's and young people's safety,CHILDREN'S SOCIAL CARE
325,2013,Children's social care: Asylum seekers,CHILDREN'S SOCIAL CARE
328,2013,Children's social care: Other children's and families' services,CHILDREN'S SOCIAL CARE
329,2013,TOTAL CHILDREN'S SOCIAL CARE (total of lines 311 to 328),CHILDREN'S SOCIAL CARE
330,2013,Social care strategy - adults,ADULT SOCIAL CARE
340,2013,Older people (aged 65 or over) including older mentally ill,ADULT SOCIAL CARE
351,2013,Adults aged under 65 with physical disability or sensory impairment,ADULT SOCIAL CARE
352,2013,Adults aged under 65 with learning disabilities,ADULT SOCIAL CARE
353,2013,Adults aged under 65 with mental health needs,ADULT SOCIAL CARE
375,2013,Other adult social care - asylum seekers - lone adults,ADULT SOCIAL CARE
379,2013,Other adult social care - other,ADULT SOCIAL CARE
390,2013,TOTAL ADULT SOCIAL CARE (total of lines 330 to 379),ADULT SOCIAL CARE
409,2013,"Housing strategy, advice, advances, enabling, renewals and licensing",HOUSING SERVICES (GFRA only)
440,2013,Homelessness,HOUSING SERVICES (GFRA only)
456,2013,Housing benefits: rent allowances and rent rebates - discretionary payments,HOUSING SERVICES (GFRA only)
457,2013,Housing benefits administration,HOUSING SERVICES (GFRA only)
460,2013,Other council property - travellers' sites and non-HRA housing,HOUSING SERVICES (GFRA only)
475,2013,Housing welfare: Supporting People,HOUSING SERVICES (GFRA only)
478,2013,Other welfare services,HOUSING SERVICES (GFRA only)
490,2013,TOTAL HOUSING SERVICES (GFRA only)  (total of lines 409 to 478),HOUSING SERVICES (GFRA only)
500,2013,Archives,CULTURAL AND RELATED SERVICES
501,2013,Culture and heritage (excluding Archives),CULTURAL AND RELATED SERVICES
502,2013,Recreation and sport,CULTURAL AND RELATED SERVICES
503,2013,Open spaces,CULTURAL AND RELATED SERVICES
504,2013,Tourism,CULTURAL AND RELATED SERVICES
505,2013,Library service,CULTURAL AND RELATED SERVICES
509,2013,TOTAL CULTURAL AND RELATED SERVICES (total of lines 500 to 505),CULTURAL AND RELATED SERVICES
510,2013,"Cemetery, cremation and mortuary services",ENVIRONMENTAL AND REGULATORY SERVICES
519,2013,Regulatory services: Trading standards,ENVIRONMENTAL AND REGULATORY SERVICES
520,2013,Regulatory services: Water safety,ENVIRONMENTAL AND REGULATORY SERVICES
521,2013,Regulatory services: Food safety,ENVIRONMENTAL AND REGULATORY SERVICES
522,2013,Regulatory services: Environmental protection; noise and nuisance,ENVIRONMENTAL AND REGULATORY SERVICES
523,2013,Regulatory services: Housing standards,ENVIRONMENTAL AND REGULATORY SERVICES
524,2013,Regulatory services: Health and safety,ENVIRONMENTAL AND REGULATORY SERVICES
525,2013,Regulatory services: Port health,ENVIRONMENTAL AND REGULATORY SERVICES
526,2013,Regulatory services: Pest control,ENVIRONMENTAL AND REGULATORY SERVICES
527,2013,Regulatory services: Public conveniences,ENVIRONMENTAL AND REGULATORY SERVICES
528,2013,Regulatory services: Animal and public health; infectious disease,ENVIRONMENTAL AND REGULATORY SERVICES
529,2013,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,ENVIRONMENTAL AND REGULATORY SERVICES
531,2013,Community safety (Crime reduction),ENVIRONMENTAL AND REGULATORY SERVICES
532,2013,Community safety (Safety services),ENVIRONMENTAL AND REGULATORY SERVICES
533,2013,Community safety (CCTV),ENVIRONMENTAL AND REGULATORY SERVICES
541,2013,Defences against flooding,ENVIRONMENTAL AND REGULATORY SERVICES
543,2013,Land drainage and related work,ENVIRONMENTAL AND REGULATORY SERVICES
547,2013,Coast protection,ENVIRONMENTAL AND REGULATORY SERVICES
550,2013,Agriculture and fisheries services,ENVIRONMENTAL AND REGULATORY SERVICES
570,2013,Street cleansing (not chargeable to Highways),ENVIRONMENTAL AND REGULATORY SERVICES
581,2013,Waste collection,ENVIRONMENTAL AND REGULATORY SERVICES
582,2013,Waste disposal,ENVIRONMENTAL AND REGULATORY SERVICES
583,2013,Trade waste,ENVIRONMENTAL AND REGULATORY SERVICES
584,2013,Recycling,ENVIRONMENTAL AND REGULATORY SERVICES
585,2013,Waste minimisation,ENVIRONMENTAL AND REGULATORY SERVICES
586,2013,Climate change costs,ENVIRONMENTAL AND REGULATORY SERVICES
590,2013,TOTAL ENVIRONMENTAL AND REGULATORY SERVICES (total of lines 510 to 586),ENVIRONMENTAL AND REGULATORY SERVICES
591,2013,Building control,PLANNING AND DEVELOPMENT SERVICES
592,2013,Development control,PLANNING AND DEVELOPMENT SERVICES
593,2013,Planning policy,PLANNING AND DEVELOPMENT SERVICES
594,2013,Environmental initiatives,PLANNING AND DEVELOPMENT SERVICES
595,2013,Economic development,PLANNING AND DEVELOPMENT SERVICES
596,2013,Community development,PLANNING AND DEVELOPMENT SERVICES
597,2013,Economic research,PLANNING AND DEVELOPMENT SERVICES
598,2013,Business Support,PLANNING AND DEVELOPMENT SERVICES
599,2013,TOTAL PLANNING AND DEVELOPMENT SERVICES (total of lines 591 to 598),PLANNING AND DEVELOPMENT SERVICES
601,2013,TOTAL POLICE SERVICES,PLANNING AND DEVELOPMENT SERVICES
602,2013,TOTAL FIRE AND RESCUE SERVICES,PLANNING AND DEVELOPMENT SERVICES
604,2013,Coroners' court services,CENTRAL SERVICES
605,2013,Other court services,CENTRAL SERVICES
610,2013,Corporate and democratic core,CENTRAL SERVICES
623,2013,Local tax collection: council tax discounts - locally funded,CENTRAL SERVICES
625,2013,Local tax collection: council tax benefits administration,CENTRAL SERVICES
628,2013,Local tax collection: other,CENTRAL SERVICES
650,2013,Emergency planning,CENTRAL SERVICES
675,2013,Central services to the public: other,CENTRAL SERVICES
681,2013,Non-distributed costs - retirement benefits,CENTRAL SERVICES
682,2013,Non-distributed costs - costs of unused shares of IT facilities and other assets,CENTRAL SERVICES
683,2013,Non-distributed costs - depreciation / impairment of surplus costs etc,CENTRAL SERVICES
690,2013,TOTAL CENTRAL SERVICES (total of lines 604 to 683),CENTRAL SERVICES
698,2013,TOTAL OTHER SERVICES,CENTRAL SERVICES
699,2013,"TOTAL SERVICE EXPENDITURE (total of lines 190, 290, 329, 390, 490, 509, 590, 599, 601, 602, 690 and 698)",CENTRAL SERVICES
711,2013,Housing benefits: rent allowances - mandatory payments,CENTRAL SERVICES
712,2013,Housing benefits: non-HRA rent rebates - mandatory payments,CENTRAL SERVICES
713,2013,Housing benefits: rent rebates to HRA tenants - mandatory payments,CENTRAL SERVICES
714,2013,Housing benefits: subsidy limitation transfers from HRA,CENTRAL SERVICES
718,2013,Contribution to the HRA re items shared by the whole community,CENTRAL SERVICES
721,2013,Parish Precepts,Precepts and levies
722,2013,Integrated Transport Authority levy,Precepts and levies
724,2013,Waste Disposal Authority levy,Precepts and levies
727,2013,London Pensions Fund Authority levy,Precepts and levies
728,2013,Other levies,Precepts and levies
731,2013,External Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
732,2013,Internal Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
741,2013,Capital charges accounted for in External Trading Accounts,Precepts and levies
742,2013,Capital charges accounted for in Internal Trading Accounts,Precepts and levies
748,2013,Adjustments to net current expenditure,Precepts and levies
749,2013,NET CURRENT EXPENDITURE (total of lines 699 to 748),Precepts and levies
110,2014,Early years,EDUCATION SERVICES
120,2014,Primary schools,EDUCATION SERVICES
130,2014,Secondary schools,EDUCATION SERVICES
140,2014,Special schools,EDUCATION SERVICES
150,2014,Services to young people and other community learners,EDUCATION SERVICES
160,2014,Other strategic functions,EDUCATION SERVICES
190,2014,TOTAL EDUCATION SERVICES (total of lines 110 to 160),EDUCATION SERVICES
210,2014,"Transport planning, policy and strategy",HIGHWAYS AND TRANSPORT SERVICES
220,2014,Capital charges relating to construction projects,HIGHWAYS AND TRANSPORT SERVICES
230,2014,Structural maintenance,HIGHWAYS AND TRANSPORT SERVICES
247,2014,"Environmental, safety and routine maintenance",HIGHWAYS AND TRANSPORT SERVICES
248,2014,Winter service,HIGHWAYS AND TRANSPORT SERVICES
249,2014,Street lighting (including energy costs),HIGHWAYS AND TRANSPORT SERVICES
251,2014,Traffic management and road safety: congestion charging,HIGHWAYS AND TRANSPORT SERVICES
254,2014,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),HIGHWAYS AND TRANSPORT SERVICES
258,2014,Traffic management and road safety: other,HIGHWAYS AND TRANSPORT SERVICES
260,2014,Parking services,HIGHWAYS AND TRANSPORT SERVICES
271,2014,Public transport: statutory concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
272,2014,Public transport: discretionary concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
275,2014,Public transport: support to operators,HIGHWAYS AND TRANSPORT SERVICES
276,2014,Public transport: co-ordination,HIGHWAYS AND TRANSPORT SERVICES
280,2014,"Airports, harbours and toll facilities",HIGHWAYS AND TRANSPORT SERVICES
290,2014,TOTAL HIGHWAYS AND TRANSPORT SERVICES (total of lines 210 to 280),HIGHWAYS AND TRANSPORT SERVICES
311,2014,Children's social care: Service strategy,CHILDREN'S SOCIAL CARE
312,2014,Children's social care: Commissioning and social work,CHILDREN'S SOCIAL CARE
321,2014,Children's social care: Children looked after,CHILDREN'S SOCIAL CARE
